code,name,gender,medal_type,medal_code,country,country_code,nationality,discipline,event,event_type,birth_date
,BERAN Jiri,Male,Bronze Medal,3,Czechia,CZE,Czechia,Fencing,Men's Épée Team,HTEAM,18-01-1982
,JURKA Jakub,Male,Bronze Medal,3,Czechia,CZE,Czechia,Fencing,Men's Épée Team,HTEAM,13-06-1999
,RUBES Martin,Male,Bronze Medal,3,Czechia,CZE,Czechia,Fencing,Men's Épée Team,HTEAM,16-09-1996
,CUPR Michal,Male,Bronze Medal,3,Czechia,CZE,Czechia,Fencing,Men's Épée Team,HTEAM,23-12-1991
,Mc CARTHY Fintan,Male,Gold Medal,1,Ireland,IRL,Ireland,Rowing,Lightweight Men's Double Sculls,TEAM,23-11-1996
,O DONOVAN Paul,Male,Gold Medal,1,Ireland,IRL,Ireland,Rowing,Lightweight Men's Double Sculls,TEAM,19-04-1994
,OPPO Stefano,Male,Silver Medal,2,Italy,ITA,Italy,Rowing,Lightweight Men's Double Sculls,TEAM,12-09-1994
,SOARES Gabriel,Male,Silver Medal,2,Italy,ITA,Italy,Rowing,Lightweight Men's Double Sculls,TEAM,22-01-1997
,PAPAKONSTANTINOU Antonios,Male,Bronze Medal,3,Greece,GRE,Greece,Rowing,Lightweight Men's Double Sculls,TEAM,18-03-1999
,GKAIDATZIS Petros,Male,Bronze Medal,3,Greece,GRE,Greece,Rowing,Lightweight Men's Double Sculls,TEAM,25-11-2000
,CRAIG Emily,Female,Gold Medal,1,Great Britain,GBR,Great Britain,Rowing,Lightweight Women's Double Sculls,TEAM,30-11-1992
,GRANT Imogen,Female,Gold Medal,1,Great Britain,GBR,Great Britain,Rowing,Lightweight Women's Double Sculls,TEAM,26-02-1996
,van GRONINGEN Gianina Elena,Female,Silver Medal,2,Romania,ROU,Romania,Rowing,Lightweight Women's Double Sculls,TEAM,21-05-1995
,COZMIUC Ionela Livia,Female,Silver Medal,2,Romania,ROU,Romania,Rowing,Lightweight Women's Double Sculls,TEAM,03-01-1995
,KONTOU Dimitra,Female,Bronze Medal,3,Greece,GRE,Greece,Rowing,Lightweight Women's Double Sculls,TEAM,23-09-2005
,FITSIOU Zoi,Female,Bronze Medal,3,Greece,GRE,Greece,Rowing,Lightweight Women's Double Sculls,TEAM,14-09-1995
,SINKOVIC Martin,Male,Gold Medal,1,Croatia,CRO,Croatia,Rowing,Men's Pair,TEAM,10-11-1989
,SINKOVIC Valent,Male,Gold Medal,1,Croatia,CRO,Croatia,Rowing,Men's Pair,TEAM,02-08-1988
,WYNNE-GRIFFITH Oliver,Male,Silver Medal,2,Great Britain,GBR,Great Britain,Rowing,Men's Pair,TEAM,29-05-1994
,GEORGE Tom,Male,Silver Medal,2,Great Britain,GBR,Great Britain,Rowing,Men's Pair,TEAM,22-09-1994
,ROEOESLI Roman,Male,Bronze Medal,3,Switzerland,SUI,Switzerland,Rowing,Men's Pair,TEAM,22-09-1993
,GULICH Andrin,Male,Bronze Medal,3,Switzerland,SUI,Switzerland,Rowing,Men's Pair,TEAM,09-03-1999
,CLEVERING Ymkje,Female,Gold Medal,1,Netherlands,NED,Netherlands,Rowing,Women's Pair,TEAM,17-07-1995
,MEESTER Veronique,Female,Gold Medal,1,Netherlands,NED,Netherlands,Rowing,Women's Pair,TEAM,07-04-1995
,VRINCEANU Ioana,Female,Silver Medal,2,Romania,ROU,Romania,Rowing,Women's Pair,TEAM,07-03-1994
,ANGHEL Roxana,Female,Silver Medal,2,Romania,ROU,Romania,Rowing,Women's Pair,TEAM,01-01-1998
,MORRISON Jess,Female,Bronze Medal,3,Australia,AUS,Australia,Rowing,Women's Pair,TEAM,18-05-1992
,McINTYRE Annabelle,Female,Bronze Medal,3,Australia,AUS,Australia,Rowing,Women's Pair,TEAM,12-09-1996
,BOTIN le CHEVER Diego,Male,Gold Medal,1,Spain,ESP,Spain,Sailing,Men's Skiff,TEAM,25-12-1993
,TRITTEL PAUL Florian,Male,Gold Medal,1,Spain,ESP,Spain,Sailing,Men's Skiff,TEAM,23-05-1994
,McHARDIE Isaac,Male,Silver Medal,2,New Zealand,NZL,New Zealand,Sailing,Men's Skiff,TEAM,06-07-1997
,McKENZIE William,Male,Silver Medal,2,New Zealand,NZL,New Zealand,Sailing,Men's Skiff,TEAM,19-02-1997
,BARROWS Ian,Male,Bronze Medal,3,United States,USA,United States,Sailing,Men's Skiff,TEAM,14-01-1995
,HENKEN Hans,Male,Bronze Medal,3,United States,USA,United States,Sailing,Men's Skiff,TEAM,04-06-1992
,van AANHOLT Odile,Female,Gold Medal,1,Netherlands,NED,Netherlands,Sailing,Women's Skiff,TEAM,14-01-1998
,DUETZ Annette,Female,Gold Medal,1,Netherlands,NED,Netherlands,Sailing,Women's Skiff,TEAM,29-06-1993
,BOBECK Vilma,Female,Silver Medal,2,Sweden,SWE,Sweden,Sailing,Women's Skiff,TEAM,05-01-1998
,NETZLER Rebecca,Female,Silver Medal,2,Sweden,SWE,Sweden,Sailing,Women's Skiff,TEAM,22-07-1995
,STEYAERT Sarah,Female,Bronze Medal,3,France,FRA,France,Sailing,Women's Skiff,TEAM,27-11-1986
,PICON Charline,Female,Bronze Medal,3,France,FRA,France,Sailing,Women's Skiff,TEAM,23-12-1984
,SINIAKOVA Katerina,Female,Gold Medal,1,Czechia,CZE,Czechia,Tennis,Mixed Doubles,HCOUP,10-05-1996
,MACHAC Tomas,Male,Gold Medal,1,Czechia,CZE,Czechia,Tennis,Mixed Doubles,HCOUP,13-10-2000
,WANG Xinyu,Female,Silver Medal,2,China,CHN,China,Tennis,Mixed Doubles,HCOUP,26-09-2001
,ZHANG Zhizhen,Male,Silver Medal,2,China,CHN,China,Tennis,Mixed Doubles,HCOUP,16-10-1996
,DABROWSKI Gabriela,Female,Bronze Medal,3,Canada,CAN,Canada,Tennis,Mixed Doubles,HCOUP,01-04-1992
,AUGER-ALIASSIME Felix,Male,Bronze Medal,3,Canada,CAN,Canada,Tennis,Mixed Doubles,HCOUP,08-08-2000
,KLEIN IKKINK Isaya,Male,Gold Medal,1,Netherlands,NED,Netherlands,Athletics,4 x 400m Relay Mixed,TEAM,13-05-2003
,OMALLA Eugene,Male,Gold Medal,1,Netherlands,NED,Netherlands,Athletics,4 x 400m Relay Mixed,TEAM,05-10-2000
,BOL Femke,Female,Gold Medal,1,Netherlands,NED,Netherlands,Athletics,4 x 400m Relay Mixed,TEAM,23-02-2000
,KLAVER Lieke,Female,Gold Medal,1,Netherlands,NED,Netherlands,Athletics,4 x 400m Relay Mixed,TEAM,20-08-1998
,PEETERS Cathelijn,Female,Gold Medal,1,Netherlands,NED,Netherlands,Athletics,4 x 400m Relay Mixed,TEAM,06-11-1996
,,,Gold Medal,1,,,,Athletics,4 x 400m Relay Mixed,TEAM,
,DEADMON Bryce,Male,Silver Medal,2,United States,USA,United States,Athletics,4 x 400m Relay Mixed,TEAM,26-03-1997
,NORWOOD Vernon,Male,Silver Medal,2,United States,USA,United States,Athletics,4 x 400m Relay Mixed,TEAM,10-04-1992
,WILSON Quincy,Male,Silver Medal,2,United States,USA,United States,Athletics,4 x 400m Relay Mixed,TEAM,08-01-2008
,BROWN Kaylyn,Female,Silver Medal,2,United States,USA,United States,Athletics,4 x 400m Relay Mixed,TEAM,31-12-2004
,LITTLE Shamier,Female,Silver Medal,2,United States,USA,United States,Athletics,4 x 400m Relay Mixed,TEAM,20-03-1995
,WHITTAKER Isabella,Female,Silver Medal,2,United States,USA,United States,Athletics,4 x 400m Relay Mixed,TEAM,15-02-2002
,DAVEY Lewis,Male,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,TEAM,24-10-2000
,HAYDOCK-WILSON Alex,Male,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,TEAM,28-07-1999
,JEFFERIES Ben,Male,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,TEAM,10-09-1999
,REARDON Samuel,Male,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,TEAM,30-10-2003
,ANNING Amber,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,TEAM,18-11-2000
,KELLY Hannah,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,TEAM,20-12-2000
,NIELSEN Laviai,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,TEAM,13-03-1996
,WILLIAMS Jodie,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,TEAM,28-09-1993
,YEARGIN Nicole,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Athletics,4 x 400m Relay Mixed,TEAM,11-08-1997
,CHEN Qing Chen,Female,Gold Medal,1,China,CHN,China,Badminton,Women's Doubles,HCOUP,23-06-1997
,JIA Yi Fan,Female,Gold Medal,1,China,CHN,China,Badminton,Women's Doubles,HCOUP,29-06-1997
,LIU Sheng Shu,Female,Silver Medal,2,China,CHN,China,Badminton,Women's Doubles,HCOUP,08-04-2004
,TAN Ning,Female,Silver Medal,2,China,CHN,China,Badminton,Women's Doubles,HCOUP,03-04-2003
,MATSUYAMA Nami,Female,Bronze Medal,3,Japan,JPN,Japan,Badminton,Women's Doubles,HCOUP,28-06-1998
,SHIDA Chiharu,Female,Bronze Medal,3,Japan,JPN,Japan,Badminton,Women's Doubles,HCOUP,29-04-1997
,von BREDOW-WERNDL Jessica,Female,Gold Medal,1,Germany,GER,Germany,Equestrian,Dressage Team,TEAM,16-02-1986
,WANDRES Frederic,Male,Gold Medal,1,Germany,GER,Germany,Equestrian,Dressage Team,TEAM,25-03-1987
,WERTH Isabell,Female,Gold Medal,1,Germany,GER,Germany,Equestrian,Dressage Team,TEAM,21-07-1969
,ROTHENBERGER Soenke,Male,Gold Medal,1,Germany,GER,Germany,Equestrian,Dressage Team,TEAM,14-10-1994
,BACHMANN ANDERSEN Daniel,Male,Silver Medal,2,Denmark,DEN,Denmark,Equestrian,Dressage Team,TEAM,01-06-1990
,LAUDRUP-DUFOUR Cathrine,Female,Silver Medal,2,Denmark,DEN,Denmark,Equestrian,Dressage Team,TEAM,02-01-1992
,SKODBORG MERRALD Nanna,Female,Silver Medal,2,Denmark,DEN,Denmark,Equestrian,Dressage Team,TEAM,08-10-1993
,SLOTH Nadja Aaboe,Female,Silver Medal,2,Denmark,DEN,Denmark,Equestrian,Dressage Team,TEAM,23-10-1992
,FRY Charlotte,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Equestrian,Dressage Team,TEAM,11-02-1996
,HESTER Carl,Male,Bronze Medal,3,Great Britain,GBR,Great Britain,Equestrian,Dressage Team,TEAM,29-06-1967
,MOODY Becky,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Equestrian,Dressage Team,TEAM,16-03-1980
,GOULD Andrew,Male,Bronze Medal,3,Great Britain,GBR,Great Britain,Equestrian,Dressage Team,TEAM,21-05-1980
,KHARLAN Olga,Female,Gold Medal,1,Ukraine,UKR,Ukraine,Fencing,Women's Sabre Team,HTEAM,04-09-1990
,KOMASHCHUK Alina,Female,Gold Medal,1,Ukraine,UKR,Ukraine,Fencing,Women's Sabre Team,HTEAM,24-04-1993
,KRAVATSKA Olena,Female,Gold Medal,1,Ukraine,UKR,Ukraine,Fencing,Women's Sabre Team,HTEAM,22-06-1992
,BAKASTOVA Yuliia,Female,Gold Medal,1,Ukraine,UKR,Ukraine,Fencing,Women's Sabre Team,HTEAM,26-06-1996
,YOON Jisu,Female,Silver Medal,2,Korea,KOR,Korea,Fencing,Women's Sabre Team,HTEAM,24-01-1993
,JEON Hayoung,Female,Silver Medal,2,Korea,KOR,Korea,Fencing,Women's Sabre Team,HTEAM,18-08-2001
,CHOI Sebin,Female,Silver Medal,2,Korea,KOR,Korea,Fencing,Women's Sabre Team,HTEAM,11-08-2000
,JEON Eunhye,Female,Silver Medal,2,Korea,KOR,Korea,Fencing,Women's Sabre Team,HTEAM,01-08-1997
,EMURA Misaki,Female,Bronze Medal,3,Japan,JPN,Japan,Fencing,Women's Sabre Team,HTEAM,20-11-1998
,TAKASHIMA Risa,Female,Bronze Medal,3,Japan,JPN,Japan,Fencing,Women's Sabre Team,HTEAM,08-02-1999
,FUKUSHIMA Shihomi,Female,Bronze Medal,3,Japan,JPN,Japan,Fencing,Women's Sabre Team,HTEAM,19-06-1995
,OZAKI Seri,Female,Bronze Medal,3,Japan,JPN,Japan,Fencing,Women's Sabre Team,HTEAM,22-09-2002
,BOUKLI Shirine,Female,Gold Medal,1,France,FRA,France,Judo,Mixed Team,HTEAM,24-01-1999
,BUCHARD Amandine,Female,Gold Medal,1,France,FRA,France,Judo,Mixed Team,HTEAM,12-07-1995
,CYSIQUE Sarah Leonie,Female,Gold Medal,1,France,FRA,France,Judo,Mixed Team,HTEAM,06-07-1998
,AGBEGNENOU Clarisse,Female,Gold Medal,1,France,FRA,France,Judo,Mixed Team,HTEAM,25-10-1992
,GAHIE Marie Eve,Female,Gold Medal,1,France,FRA,France,Judo,Mixed Team,HTEAM,27-11-1996
,DICKO Romane,Female,Gold Medal,1,France,FRA,France,Judo,Mixed Team,HTEAM,30-09-1999
,MALONGA Madeleine,Female,Gold Medal,1,France,FRA,France,Judo,Mixed Team,HTEAM,25-12-1993
,GABA Joan-Benjamin,Male,Gold Medal,1,France,FRA,France,Judo,Mixed Team,HTEAM,07-01-2001
,KHYAR Walide,Male,Gold Medal,1,France,FRA,France,Judo,Mixed Team,HTEAM,09-06-1995
,MKHEIDZE Luka,Male,Gold Medal,1,France,FRA,France,Judo,Mixed Team,HTEAM,05-01-1996
,DJALO Alpha Oumar,Male,Gold Medal,1,France,FRA,France,Judo,Mixed Team,HTEAM,05-09-1996
,NGAYAP HAMBOU Maxime-Gael,Male,Gold Medal,1,France,FRA,France,Judo,Mixed Team,HTEAM,22-06-2001
,DIESSE Aurelien,Male,Gold Medal,1,France,FRA,France,Judo,Mixed Team,HTEAM,16-10-1997
,RINER Teddy,Male,Gold Medal,1,France,FRA,France,Judo,Mixed Team,HTEAM,07-04-1989
,ABE Uta,Female,Silver Medal,2,Japan,JPN,Japan,Judo,Mixed Team,HTEAM,14-07-2000
,FUNAKUBO Haruka,Female,Silver Medal,2,Japan,JPN,Japan,Judo,Mixed Team,HTEAM,10-10-1998
,TSUNODA Natsumi,Female,Silver Medal,2,Japan,JPN,Japan,Judo,Mixed Team,HTEAM,06-08-1992
,NIIZOE Saki,Female,Silver Medal,2,Japan,JPN,Japan,Judo,Mixed Team,HTEAM,04-07-1996
,TAKAICHI Miku,Female,Silver Medal,2,Japan,JPN,Japan,Judo,Mixed Team,HTEAM,07-04-1994
,SONE Akira,Female,Silver Medal,2,Japan,JPN,Japan,Judo,Mixed Team,HTEAM,09-07-2000
,TAKAYAMA Rika,Female,Silver Medal,2,Japan,JPN,Japan,Judo,Mixed Team,HTEAM,27-08-1994
,ABE Hifumi,Male,Silver Medal,2,Japan,JPN,Japan,Judo,Mixed Team,HTEAM,09-08-1997
,HASHIMOTO Soichi,Male,Silver Medal,2,Japan,JPN,Japan,Judo,Mixed Team,HTEAM,24-08-1991
,NAGAYAMA Ryuju,Male,Silver Medal,2,Japan,JPN,Japan,Judo,Mixed Team,HTEAM,15-04-1996
,MURAO Sanshiro,Male,Silver Medal,2,Japan,JPN,Japan,Judo,Mixed Team,HTEAM,28-08-2000
,NAGASE Takanori,Male,Silver Medal,2,Japan,JPN,Japan,Judo,Mixed Team,HTEAM,14-10-1993
,SAITO Tatsuru,Male,Silver Medal,2,Japan,JPN,Japan,Judo,Mixed Team,HTEAM,08-03-2002
,WOLF Aaron,Male,Silver Medal,2,Japan,JPN,Japan,Judo,Mixed Team,HTEAM,25-02-1996
,PIMENTA Larissa,Female,Bronze Medal,3,Brazil,BRA,Brazil,Judo,Mixed Team,HTEAM,01-03-1999
,SILVA Rafaela,Female,Bronze Medal,3,Brazil,BRA,Brazil,Judo,Mixed Team,HTEAM,24-04-1992
,QUADROS Ketleyn,Female,Bronze Medal,3,Brazil,BRA,Brazil,Judo,Mixed Team,HTEAM,01-10-1987
,SOUZA Beatriz,Female,Bronze Medal,3,Brazil,BRA,Brazil,Judo,Mixed Team,HTEAM,20-05-1998
,CARGNIN Daniel,Male,Bronze Medal,3,Brazil,BRA,Brazil,Judo,Mixed Team,HTEAM,20-12-1997
,LIMA Willian,Male,Bronze Medal,3,Brazil,BRA,Brazil,Judo,Mixed Team,HTEAM,31-01-2000
,MACEDO Rafael,Male,Bronze Medal,3,Brazil,BRA,Brazil,Judo,Mixed Team,HTEAM,15-08-1994
,SCHIMIDT Guilherme,Male,Bronze Medal,3,Brazil,BRA,Brazil,Judo,Mixed Team,HTEAM,06-11-2000
,GONCALVES Leonardo,Male,Bronze Medal,3,Brazil,BRA,Brazil,Judo,Mixed Team,HTEAM,01-03-1996
,SILVA Rafael,Male,Bronze Medal,3,Brazil,BRA,Brazil,Judo,Mixed Team,HTEAM,11-05-1987
,HUH Mimi,Female,Bronze Medal,3,Korea,KOR,Korea,Judo,Mixed Team,HTEAM,19-12-2002
,JUNG Yerin,Female,Bronze Medal,3,Korea,KOR,Korea,Judo,Mixed Team,HTEAM,15-07-1996
,LEE Hyekyeong,Female,Bronze Medal,3,Korea,KOR,Korea,Judo,Mixed Team,HTEAM,12-01-1996
,KIM Jisu,Female,Bronze Medal,3,Korea,KOR,Korea,Judo,Mixed Team,HTEAM,12-12-2000
,KIM Hayun,Female,Bronze Medal,3,Korea,KOR,Korea,Judo,Mixed Team,HTEAM,07-01-2000
,YOON Hyunji,Female,Bronze Medal,3,Korea,KOR,Korea,Judo,Mixed Team,HTEAM,14-02-1994
,AN Baul,Male,Bronze Medal,3,Korea,KOR,Korea,Judo,Mixed Team,HTEAM,25-03-1994
,KIM Won Jin,Male,Bronze Medal,3,Korea,KOR,Korea,Judo,Mixed Team,HTEAM,01-05-1992
,HAN Juyeo,Male,Bronze Medal,3,Korea,KOR,Korea,Judo,Mixed Team,HTEAM,21-04-1999
,LEE Joonhwan,Male,Bronze Medal,3,Korea,KOR,Korea,Judo,Mixed Team,HTEAM,19-06-2002
,KIM Minjong,Male,Bronze Medal,3,Korea,KOR,Korea,Judo,Mixed Team,HTEAM,01-09-2000
,CARNEGIE Sholto,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Rowing,Men's Eight,TEAM,28-02-1995
,GIBBS Rory,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Rowing,Men's Eight,TEAM,03-04-1994
,BOLDING Morgan,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Rowing,Men's Eight,TEAM,13-05-1995
,DAWSON Jacob,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Rowing,Men's Eight,TEAM,02-11-1993
,ELWES Charles,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Rowing,Men's Eight,TEAM,15-07-1997
,DIGBY Tom,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Rowing,Men's Eight,TEAM,23-07-1998
,RUDKIN James,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Rowing,Men's Eight,TEAM,07-07-1994
,FORD Tom,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Rowing,Men's Eight,TEAM,03-10-1992
,BRIGHTMORE Harry,Male,Gold Medal,1,Great Britain,GBR,Great Britain,Rowing,Men's Eight,TEAM,01-07-1994
,RIENKS Ralf,Male,Silver Medal,2,Netherlands,NED,Netherlands,Rowing,Men's Eight,TEAM,23-09-1997
,MOLENAAR Olav,Male,Silver Medal,2,Netherlands,NED,Netherlands,Rowing,Men's Eight,TEAM,28-03-1999
,de GRAAF Sander,Male,Silver Medal,2,Netherlands,NED,Netherlands,Rowing,Men's Eight,TEAM,13-06-1995
,KNAB Ruben,Male,Silver Medal,2,Netherlands,NED,Netherlands,Rowing,Men's Eight,TEAM,19-02-1988
,van DOORN Gert-Jan,Male,Silver Medal,2,Netherlands,NED,Netherlands,Rowing,Men's Eight,TEAM,03-02-1999
,van de KERKHOF Jacob,Male,Silver Medal,2,Netherlands,NED,Netherlands,Rowing,Men's Eight,TEAM,12-10-1995
,van der BIJ Jan,Male,Silver Medal,2,Netherlands,NED,Netherlands,Rowing,Men's Eight,TEAM,25-09-1991
,MAKKER Mick,Male,Silver Medal,2,Netherlands,NED,Netherlands,Rowing,Men's Eight,TEAM,05-02-1993
,FETTER Dieuwke,Female,Silver Medal,2,Netherlands,NED,Netherlands,Rowing,Men's Eight,TEAM,26-01-1991
,HOLLINGSWORTH Henry,Male,Bronze Medal,3,United States,USA,United States,Rowing,Men's Eight,TEAM,05-09-1997
,RUSHER Nick,Male,Bronze Medal,3,United States,USA,United States,Rowing,Men's Eight,TEAM,10-06-1999
,TABASH Christian,Male,Bronze Medal,3,United States,USA,United States,Rowing,Men's Eight,TEAM,14-05-1999
,DEAN Clark,Male,Bronze Medal,3,United States,USA,United States,Rowing,Men's Eight,TEAM,03-02-2000
,CARLSON Chris,Male,Bronze Medal,3,United States,USA,United States,Rowing,Men's Eight,TEAM,14-03-1997
,CHATAIN Peter,Male,Bronze Medal,3,United States,USA,United States,Rowing,Men's Eight,TEAM,08-11-1999
,OLSON Evan,Male,Bronze Medal,3,United States,USA,United States,Rowing,Men's Eight,TEAM,26-07-1997
,QUINTON Pieter,Male,Bronze Medal,3,United States,USA,United States,Rowing,Men's Eight,TEAM,11-02-1998
,MILNE Rielly,Male,Bronze Medal,3,United States,USA,United States,Rowing,Men's Eight,TEAM,31-05-1996
,RUSU Maria Magdalena,Female,Gold Medal,1,Romania,ROU,Romania,Rowing,Women's Eight,TEAM,30-09-1999
,ANGHEL Roxana,Female,Gold Medal,1,Romania,ROU,Romania,Rowing,Women's Eight,TEAM,01-01-1998
,BODNAR Ancuta,Female,Gold Medal,1,Romania,ROU,Romania,Rowing,Women's Eight,TEAM,25-09-1998
,LEHACI Maria,Female,Gold Medal,1,Romania,ROU,Romania,Rowing,Women's Eight,TEAM,28-06-1999
,ADAM Adriana,Female,Gold Medal,1,Romania,ROU,Romania,Rowing,Women's Eight,TEAM,11-04-1999
,BERES Amalia,Female,Gold Medal,1,Romania,ROU,Romania,Rowing,Women's Eight,TEAM,18-06-1997
,VRINCEANU Ioana,Female,Gold Medal,1,Romania,ROU,Romania,Rowing,Women's Eight,TEAM,07-03-1994
,RADIS Simona,Female,Gold Medal,1,Romania,ROU,Romania,Rowing,Women's Eight,TEAM,05-04-1999
,PETREANU Victoria Stefania,Female,Gold Medal,1,Romania,ROU,Romania,Rowing,Women's Eight,TEAM,21-01-2003
,SEVICK Jessica,Female,Silver Medal,2,Canada,CAN,Canada,Rowing,Women's Eight,TEAM,15-07-1989
,FILMER Caileigh,Female,Silver Medal,2,Canada,CAN,Canada,Rowing,Women's Eight,TEAM,18-12-1996
,MESCHKULEIT Maya,Female,Silver Medal,2,Canada,CAN,Canada,Rowing,Women's Eight,TEAM,28-07-2001
,GRUCHALLA-WESIERSKI Kasia,Female,Silver Medal,2,Canada,CAN,Canada,Rowing,Women's Eight,TEAM,31-03-1991
,WASTENEYS Avalon,Female,Silver Medal,2,Canada,CAN,Canada,Rowing,Women's Eight,TEAM,31-08-1997
,PAYNE Sydney,Female,Silver Medal,2,Canada,CAN,Canada,Rowing,Women's Eight,TEAM,16-09-1997
,WALKER Kristina,Female,Silver Medal,2,Canada,CAN,Canada,Rowing,Women's Eight,TEAM,09-05-1996
,DENT Abby,Female,Silver Medal,2,Canada,CAN,Canada,Rowing,Women's Eight,TEAM,04-03-2002
,KIT Kristen,Female,Silver Medal,2,Canada,CAN,Canada,Rowing,Women's Eight,TEAM,18-08-1988
,LONG Heidi,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Rowing,Women's Eight,TEAM,29-11-1996
,McKELLAR Rowan,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Rowing,Women's Eight,TEAM,24-05-1994
,DUNFORD Holly,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Rowing,Women's Eight,TEAM,14-10-1999
,FORD Emily,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Rowing,Women's Eight,TEAM,08-11-1994
,IRWIN Lauren,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Rowing,Women's Eight,TEAM,20-08-1998
,STEWART Eve,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Rowing,Women's Eight,TEAM,13-01-1998
,TAYLOR Harriet,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Rowing,Women's Eight,TEAM,14-02-1994
,CAMPBELL-ORDE Annie,Female,Bronze Medal,3,Great Britain,GBR,Great Britain,Rowing,Women's Eight,TEAM,05-10-1995
,FIELDMAN Henry,Male,Bronze Medal,3,Great Britain,GBR,Great Britain,Rowing,Women's Eight,TEAM,25-11-1988
,SMITH Regan,Female,Gold Medal,1,United States,USA,United States,Swimming,Mixed 4 x 100m Medley Relay,TEAM,09-02-2002
,SWANSON Charlie,Male,Gold Medal,1,United States,USA,United States,Swimming,Mixed 4 x 100m Medley Relay,TEAM,20-02-1998
,DRESSEL Caeleb,Male,Gold Medal,1,United States,USA,United States,Swimming,Mixed 4 x 100m Medley Relay,TEAM,16-08-1996
,WEITZEIL Abbey,Female,Gold Medal,1,United States,USA,United States,Swimming,Mixed 4 x 100m Medley Relay,TEAM,03-12-1996
,FINK Nic,Male,Gold Medal,1,United States,USA,United States,Swimming,Mixed 4 x 100m Medley Relay,TEAM,03-07-1993
,HUSKE Torri,Female,Gold Medal,1,United States,USA,United States,Swimming,Mixed 4 x 100m Medley Relay,TEAM,07-12-2002
,MURPHY Ryan,Male,Gold Medal,1,United States,USA,United States,Swimming,Mixed 4 x 100m Medley Relay,TEAM,02-07-1995
,WALSH Gretchen,Female,Gold Medal,1,United States,USA,United States,Swimming,Mixed 4 x 100m Medley Relay,TEAM,29-01-2003
,XU Jiayu,Male,Silver Medal,2,China,CHN,China,Swimming,Mixed 4 x 100m Medley Relay,TEAM,19-08-1995
,TANG Qianting,Female,Silver Medal,2,China,CHN,China,Swimming,Mixed 4 x 100m Medley Relay,TEAM,14-03-2004
,ZHANG Yufei,Female,Silver Medal,2,China,CHN,China,Swimming,Mixed 4 x 100m Medley Relay,TEAM,19-04-1998
,PAN Zhanle,Male,Silver Medal,2,China,CHN,China,Swimming,Mixed 4 x 100m Medley Relay,TEAM,04-08-2004
,QIN Haiyang,Male,Silver Medal,2,China,CHN,China,Swimming,Mixed 4 x 100m Medley Relay,TEAM,17-05-1999
,YANG Junxuan,Female,Silver Medal,2,China,CHN,China,Swimming,Mixed 4 x 100m Medley Relay,TEAM,26-01-2002
,ANDERSON Iona,Female,Bronze Medal,3,Australia,AUS,Australia,Swimming,Mixed 4 x 100m Medley Relay,TEAM,03-10-2005
,STUBBLETY-COOK Zac,Male,Bronze Medal,3,Australia,AUS,Australia,Swimming,Mixed 4 x 100m Medley Relay,TEAM,04-01-1999
,McKEON Emma,Female,Bronze Medal,3,Australia,AUS,Australia,Swimming,Mixed 4 x 100m Medley Relay,TEAM,24-05-1994
,CHALMERS Kyle,Male,Bronze Medal,3,Australia,AUS,Australia,Swimming,Mixed 4 x 100m Medley Relay,TEAM,25-06-1998
,McKEOWN Kaylee,Female,Bronze Medal,3,Australia,AUS,Australia,Swimming,Mixed 4 x 100m Medley Relay,TEAM,12-07-2001
,O'CALLAGHAN Mollie,Female,Bronze Medal,3,Australia,AUS,Australia,Swimming,Mixed 4 x 100m Medley Relay,TEAM,02-04-2004
,TEMPLE Matthew,Male,Bronze Medal,3,Australia,AUS,Australia,Swimming,Mixed 4 x 100m Medley Relay,TEAM,20-06-1999
